Tree Level,Tree Path,Id,Abbreviation,Description
5,31048363.31050291.31050380.31050487,31050487,Geriatrics and gerontology,Geriatrics and gerontology
6,31048363.31050291.31050380.31050487.31050326,31050326,Neurodegenerative disorders,Neurodegenerative disorders
7,31048363.31050291.31050380.31050487.31050326.31050327,31050327,Dementia,Dementia
5,31048363.31050291.31050380.31050488,31050488,General and internal medicine,General and internal medicine
5,31048363.31050291.31050380.31050489,31050489,Other clinical medicine subjects,Other clinical medicine subjects
6,31048363.31050291.31050380.31050489.31050351,31050351,Clinical trials,Clinical trials
6,31048363.31050291.31050380.31050489.31050490,31050490,Medical statistics,Medical statistics
7,31048363.31050291.31050380.31050489.31050490.31050491,31050491,Epidemiology,Epidemiology
7,31048363.31050291.31050380.31050489.31050490.31050492,31050492,Public health,Public health
6,31048363.31050291.31050380.31050489.31050493,31050493,Public health and epidemiology,Public health and epidemiology
6,31048363.31050291.31050380.31050489.31050494,31050494,Clinical research,Clinical research
7,31048363.31050291.31050380.31050489.31050494.31050495,31050495,"Statistics in clinical trials, Phase I","Statistics in clinical trials, Phase I"
7,31048363.31050291.31050380.31050489.31050494.31050496,31050496,"Statistics in clinical trials, Phase II","Statistics in clinical trials, Phase II"
7,31048363.31050291.31050380.31050489.31050494.31050497,31050497,"Statistics in clinical trials, Phase III","Statistics in clinical trials, Phase III"
7,31048363.31050291.31050380.31050489.31050494.31050498,31050498,"Statistics in clinical trials, Phase IV","Statistics in clinical trials, Phase IV"
7,31048363.31050291.31050380.31050489.31050494.31050667,31050667,Interventional clinical trials,Interventional clinical trials
6,31048363.31050291.31050380.31050489.31050499,31050499,Non-communicable diseases (except for neural/psych,"Non-communicable diseases (except for neural/psychiatric, immunity-related, metabolism-related disorders, cancer and cardiovascular diseases)"
6,31048363.31050291.31050380.31050489.31050500,31050500,Gender in clinical medicine,Gender in clinical medicine
5,31048363.31050291.31050380.31050501,31050501,Integrative and complementary medicine (alternativ,Integrative and complementary medicine (alternative practice systems)
6,31048363.31050291.31050380.31050501.31050502,31050502,Homeopathy,Homeopathy
6,31048363.31050291.31050380.31050501.31050503,31050503,Phytotherapy,Phytotherapy
6,31048363.31050291.31050380.31050501.31050504,31050504,Acupuncture,Acupuncture
6,31048363.31050291.31050380.31050501.31050505,31050505,Chiropraxy,Chiropraxy
6,31048363.31050291.31050380.31050501.31050506,31050506,Osteopathy,Osteopathy
6,31048363.31050291.31050380.31050501.31050507,31050507,Aromatherapy,Aromatherapy
6,31048363.31050291.31050380.31050501.31050508,31050508,Hypnosis,Hypnosis
6,31048363.31050291.31050380.31050501.31050509,31050509,Non-drug therapies,Non-drug therapies
4,31048363.31050291.31050510,31050510,Health sciences,Health sciences
5,31048363.31050291.31050510.31048806,31048806,Parasitology,Parasitology
6,31048363.31050291.31050510.31048806.31048789,31048789,Microbiology,Microbiology
6,31048363.31050291.31050510.31048806.31048790,31048790,Bacteriology,Bacteriology
6,31048363.31050291.31050510.31048806.31048816,31048816,Virology,Virology
6,31048363.31050291.31050510.31048806.31050608,31050608,Prevention and treatment of infection by pathogens,"Prevention and treatment of infection by pathogens (e.g. vaccination, antibiotics, fungicide)"
6,31048363.31050291.31050510.31048806.31050609,31050609,Veterinary medicine and infectious diseases in ani,Veterinary medicine and infectious diseases in animals
5,31048363.31050291.31050510.31050491,31050491,Epidemiology,Epidemiology
6,31048363.31050291.31050510.31050491.31049378,31049378,Risk assessment,Risk assessment
7,31048363.31050291.31050510.31050491.31049378.31050669,31050669,Impact of genetic engineering,Impact of genetic engineering
7,31048363.31050291.31050510.31050491.31049378.31050670,31050670,Invasion,Invasion
7,31048363.31050291.31050510.31050491.31049378.31050671,31050671,Metapopulations,Metapopulations
6,31048363.31050291.31050510.31050491.31050017,31050017,Surveillance,Surveillance
7,31048363.31050291.31050510.31050491.31050017.31050659,31050659,Early warning systems,Early warning systems
7,31048363.31050291.31050510.31050491.31050017.31050660,31050660,Preparedness,Preparedness
6,31048363.31050291.31050510.31050491.31050351,31050351,Clinical trials,Clinical trials
6,31048363.31050291.31050510.31050491.31050658,31050658,Radiological epidemiology,Radiological epidemiology
6,31048363.31050291.31050510.31050491.31050661,31050661,Disease control,Disease control
6,31048363.31050291.31050510.31050491.31050662,31050662,Cohort studies,Cohort studies
6,31048363.31050291.31050510.31050491.31050663,31050663,Meta-analysis,Meta-analysis
6,31048363.31050291.31050510.31050491.31050664,31050664,Registries,Registries
6,31048363.31050291.31050510.31050491.31050665,31050665,Risk scores,Risk scores
6,31048363.31050291.31050510.31050491.31050672,31050672,Sustainable exploitation,Sustainable exploitation
7,31048363.31050291.31050510.31050491.31050672.31050673,31050673,Resource studies,Resource studies
7,31048363.31050291.31050510.31050491.31050672.31050674,31050674,Traditional uses,Traditional uses
6,31048363.31050291.31050510.31050491.31053832,31053832,Collective Awareness Platforms,Collective Awareness Platforms
5,31048363.31050291.31050510.31050511,31050511,Health care sciences and services (including hospi,"Health care sciences and services (including hospital administration, health care financing)"
6,31048363.31050291.31050510.31050511.31050512,31050512,"Health services, health care research","Health services, health care research"
6,31048363.31050291.31050510.31050511.31050513,31050513,Clinical management,Clinical management
7,31048363.31050291.31050510.31050511.31050513.31050514,31050514,Electronic patient files,Electronic patient files
6,31048363.31050291.31050510.31050511.31050515,31050515,Healthcare system,Healthcare system
7,31048363.31050291.31050510.31050511.31050515.31050513,31050513,Clinical management,Clinical management
7,31048363.31050291.31050510.31050511.31050515.31050516,31050516,Health management systems,Health management systems
7,31048363.31050291.31050510.31050511.31050515.31050517,31050517,Homecare,Homecare
7,31048363.31050291.31050510.31050511.31050515.31050518,31050518,Integrated care,Integrated care
7,31048363.31050291.31050510.31050511.31050515.31050519,31050519,Medical service,Medical service
7,31048363.31050291.31050510.31050511.31050515.31050520,31050520,Patient care,Patient care
7,31048363.31050291.31050510.31050511.31050515.31050521,31050521,Quality of health care,Quality of health care
7,31048363.31050291.31050510.31050511.31050515.31050522,31050522,Comparative effectiveness research,Comparative effectiveness research
6,31048363.31050291.31050510.31050511.31050523,31050523,Pharmacoeconomics,Pharmacoeconomics
7,31048363.31050291.31050510.31050511.31050523.31050524,31050524,Cost efficiency,Cost efficiency
6,31048363.31050291.31050510.31050511.31050525,31050525,Personalised medicine,Personalised medicine
7,31048363.31050291.31050510.31050511.31050525.31050526,31050526,Personalised care solution,Personalised care solution
7,31048363.31050291.31050510.31050511.31050525.31050527,31050527,Personalised interventions,Personalised interventions
7,31048363.31050291.31050510.31050511.31050525.31050528,31050528,Personalised prevention,Personalised prevention
7,31048363.31050291.31050510.31050511.31050525.31050529,31050529,Personalised services,Personalised services
7,31048363.31050291.31050510.31050511.31050525.31050530,31050530,Personalised treatment,Personalised treatment
5,31048363.31050291.31050510.31050531,31050531,Health policy and services,Health policy and services
6,31048363.31050291.31050510.31050531.31050532,31050532,Privacy policies,Privacy policies
6,31048363.31050291.31050510.31050531.31050533,31050533,Public health policies,Public health policies
7,31048363.31050291.31050510.31050531.31050533.31050451,31050451,Obesity,Obesity
7,31048363.31050291.31050510.31050531.31050533.31050534,31050534,Anorexia,Anorexia
5,31048363.31050291.31050510.31050535,31050535,Nursing,Nursing
5,31048363.31050291.31050510.31050536,31050536,"Nutrition, Dietetics","Nutrition, Dietetics"
6,31048363.31050291.31050510.31050536.31050537,31050537,Therapeutic nutrition,Therapeutic nutrition
6,31048363.31050291.31050510.31050536.31050538,31050538,Nutrition related disorders,Nutrition related disorders
6,31048363.31050291.31050510.31050536.31050539,31050539,Space food,Space food
6,31048363.31050291.31050510.31050536.31053832,31053832,Collective Awareness Platforms,Collective Awareness Platforms
5,31048363.31050291.31050510.31050540,31050540,Public and environmental health,Public and environmental health
6,31048363.31050291.31050510.31050540.31050492,31050492,Public health,Public health
7,31048363.31050291.31050510.31050540.31050492.31050327,31050327,Dementia,Dementia
7,31048363.31050291.31050510.31050540.31050492.31050352,31050352,Co-morbidity,Co-morbidity
7,31048363.31050291.31050510.31050540.31050492.31050407,31050407,Risk factors,Risk factors
7,31048363.31050291.31050510.31050540.31050492.31050541,31050541,Perinatal health,Perinatal health
7,31048363.31050291.31050510.31050540.31050492.31050542,31050542,Prenatal health,Prenatal health
7,31048363.31050291.31050510.31050540.31050492.31050543,31050543,Health behaviour,Health behaviour
7,31048363.31050291.31050510.31050540.31050492.31050544,31050544,Health care,Health care
7,31048363.31050291.31050510.31050540.31050492.31050545,31050545,Health data,Health data
7,31048363.31050291.31050510.31050540.31050492.31050546,31050546,Health determinants,Health determinants
7,31048363.31050291.31050510.31050540.31050492.31050547,31050547,Health education,Health education
7,31048363.31050291.31050510.31050540.31050492.31050548,31050548,Health inequalities,Health inequalities
7,31048363.31050291.31050510.31050540.31050492.31050549,31050549,Health information,Health information
7,31048363.31050291.31050510.31050540.31050492.31050550,31050550,Health law rights,Health law rights
7,31048363.31050291.31050510.31050540.31050492.31050551,31050551,Health literacy,Health literacy
7,31048363.31050291.31050510.31050540.31050492.31050552,31050552,Health outcomes,Health outcomes
7,31048363.31050291.31050510.31050540.31050492.31050553,31050553,Health policies,Health policies
7,31048363.31050291.31050510.31050540.31050492.31050554,31050554,Health promotion,Health promotion
7,31048363.31050291.31050510.31050540.31050492.31050555,31050555,Health sector,Health sector
7,31048363.31050291.31050510.31050540.31050492.31050556,31050556,Health technology assessment,Health technology assessment
7,31048363.31050291.31050510.31050540.31050492.31050557,31050557,Healthy ageing,Healthy ageing
7,31048363.31050291.31050510.31050540.31050492.31050558,31050558,Healthy lifestyle,Healthy lifestyle
7,31048363.31050291.31050510.31050540.31050492.31050559,31050559,Prevention programme,Prevention programme
7,31048363.31050291.31050510.31050540.31050492.31050560,31050560,Primary prevention,Primary prevention
7,31048363.31050291.31050510.31050540.31050492.31050562,31050562,Salutogenesis,Salutogenesis
7,31048363.31050291.31050510.31050540.31050492.31050563,31050563,Screening programme,Screening programme
7,31048363.31050291.31050510.31050540.31050492.31050564,31050564,Secondary prevention,Secondary prevention
7,31048363.31050291.31050510.31050540.31050492.31050565,31050565,Self-care,Self-care
7,31048363.31050291.31050510.31050540.31050492.31050566,31050566,Self-management,Self-management
7,31048363.31050291.31050510.31050540.31050492.31050567,31050567,Tertiary prevention,Tertiary prevention
7,31048363.31050291.31050510.31050540.31050492.31050568,31050568,Emergent diseases,Emergent diseases
7,31048363.31050291.31050510.31050540.31050492.31050569,31050569,Wellbeing,Wellbeing
7,31048363.31050291.31050510.31050540.31050492.31050570,31050570,Child health,Child health
7,31048363.31050291.31050510.31050540.31050492.31050573,31050573,Depression,Depression
7,31048363.31050291.31050510.31050540.31050492.31050574,31050574,Morbidity,Morbidity
7,31048363.31050291.31050510.31050540.31050492.31050576,31050576,Global health,Global health
7,31048363.31050291.31050510.31050540.31050492.31050577,31050577,HIV/AIDS,HIV/AIDS
7,31048363.31050291.31050510.31050540.31050492.31050578,31050578,Malaria,Malaria
7,31048363.31050291.31050510.31050540.31050492.31050579,31050579,Tuberculosis,Tuberculosis
7,31048363.31050291.31050510.31050540.31050492.31050580,31050580,Poverty related diseases,Poverty related diseases
7,31048363.31050291.31050510.31050540.31050492.31050581,31050581,Diagnostic technology,Diagnostic technology
7,31048363.31050291.31050510.31050540.31050492.31050582,31050582,Empowerment,Empowerment
7,31048363.31050291.31050510.31050540.31050492.31050583,31050583,Chronic diseases,Chronic diseases
7,31048363.31050291.31050510.31050540.31050492.31050584,31050584,Degenerative diseases,Degenerative diseases
7,31048363.31050291.31050510.31050540.31050492.31050585,31050585,Rare diseases,Rare diseases
7,31048363.31050291.31050510.31050540.31050492.31051009,31051009,Demography,Demography
6,31048363.31050291.31050510.31050540.31050493,31050493,Public health and epidemiology,Public health and epidemiology
6,31048363.31050291.31050510.31050540.31050586,31050586,Environmental health,Environmental health
7,31048363.31050291.31050510.31050540.31050586.31050576,31050576,Global health,Global health
7,31048363.31050291.31050510.31050540.31050586.31050587,31050587,Atmospheric pollution,Atmospheric pollution
7,31048363.31050291.31050510.31050540.31050586.31050588,31050588,Atmospheric allergens,Atmospheric allergens
7,31048363.31050291.31050510.31050540.31050586.31050589,31050589,Behaviourism,Behaviourism
7,31048363.31050291.31050510.31050540.31050586.31050590,31050590,Disease determinants,Disease determinants
7,31048363.31050291.31050510.31050540.31050586.31050591,31050591,Disease prevention,Disease prevention
7,31048363.31050291.31050510.31050540.31050586.31050592,31050592,Elderly,Elderly
7,31048363.31050291.31050510.31050540.31050586.31050593,31050593,Environmental stressors,Environmental stressors
7,31048363.31050291.31050510.31050540.31050586.31050594,31050594,Equity,Equity
7,31048363.31050291.31050510.31050540.31050586.31050595,31050595,Ethicists,Ethicists
7,31048363.31050291.31050510.31050540.31050586.31050596,31050596,Futurology,Futurology
7,31048363.31050291.31050510.31050540.31050586.31050598,31050598,Globalisation,Globalisation
7,31048363.31050291.31050510.31050540.31050586.31050599,31050599,Physical activity,Physical activity
7,31048363.31050291.31050510.31050540.31050586.31050600,31050600,Physical stressors,Physical stressors
7,31048363.31050291.31050510.31050540.31050586.31050601,31050601,Sedentary behaviour,Sedentary behaviour
7,31048363.31050291.31050510.31050540.31050586.31050602,31050602,Smoking,Smoking
7,31048363.31050291.31050510.31050540.31050586.31050603,31050603,Socioeconomic stressors,Socioeconomic stressors
7,31048363.31050291.31050510.31050540.31050586.31050604,31050604,Environmental risk measurement,Environmental risk measurement
7,31048363.31050291.31050510.31050540.31050586.31050605,31050605,Water related insults,Water related insults
6,31048363.31050291.31050510.31050540.31050606,31050606,"Population dynamics, aging, health and society","Population dynamics, aging, health and society"
5,31048363.31050291.31050510.31050607,31050607,Tropical medicine,Tropical medicine
6,31048363.31050291.31050510.31050607.31048806,31048806,Parasitology,Parasitology
5,31048363.31050291.31050510.31050610,31050610,Infectious diseases,Infectious diseases
6,31048363.31050291.31050510.31050610.31050611,31050611,Transmission,Transmission
7,31048363.31050291.31050510.31050610.31050611.31050612,31050612,Transmission mechanism,Transmission mechanism
7,31048363.31050291.31050510.31050610.31050611.31050613,31050613,Vector control,Vector control
7,31048363.31050291.31050510.31050610.31050611.31050614,31050614,Mosquito,Mosquito
7,31048363.31050291.31050510.31050610.31050611.31050615,31050615,Tick,Tick
6,31048363.31050291.31050510.31050610.31050616,31050616,Virulence,Virulence
6,31048363.31050291.31050510.31050610.31050617,31050617,Venereology,Venereology
6,31048363.31050291.31050510.31050610.31050618,31050618,Pathogen agents,Pathogen agents
7,31048363.31050291.31050510.31050610.31050618.31050619,31050619,Viruses,Viruses
7,31048363.31050291.31050510.31050610.31050618.31050620,31050620,Bacteria,Bacteria
7,31048363.31050291.31050510.31050610.31050618.31050621,31050621,Protozoa,Protozoa
7,31048363.31050291.31050510.31050610.31050618.31050622,31050622,Fungi,Fungi
7,31048363.31050291.31050510.31050610.31050618.31050623,31050623,Helminths,Helminths
7,31048363.31050291.31050510.31050610.31050618.31050624,31050624,Prions,Prions
6,31048363.31050291.31050510.31050610.31050625,31050625,Neglected Infectious Diseases,Neglected Infectious Diseases
7,31048363.31050291.31050510.31050610.31050625.31050626,31050626,Leishmaniasis,Leishmaniasis
7,31048363.31050291.31050510.31050610.31050625.31050627,31050627,Sleeping Sickness,Sleeping Sickness
7,31048363.31050291.31050510.31050610.31050625.31050628,31050628,Chagas,Chagas
7,31048363.31050291.31050510.31050610.31050625.31050629,31050629,Buruli Ulcer,Buruli Ulcer
7,31048363.31050291.31050510.31050610.31050625.31050630,31050630,Diarrhoeal diseases,Diarrhoeal diseases
7,31048363.31050291.31050510.31050610.31050625.31050631,31050631,Schistosomiasis,Schistosomiasis
7,31048363.31050291.31050510.31050610.31050625.31050632,31050632,Onchocerciasis,Onchocerciasis
7,31048363.31050291.31050510.31050610.31050625.31050633,31050633,Hookworm,Hookworm
7,31048363.31050291.31050510.31050610.31050625.31050634,31050634,Rabies,Rabies
7,31048363.31050291.31050510.31050610.31050625.31050635,31050635,Tick-borne diseases,Tick-borne diseases
7,31048363.31050291.31050510.31050610.31050625.31050636,31050636,Encephalitis,Encephalitis
7,31048363.31050291.31050510.31050610.31050625.31050637,31050637,Babesiosis,Babesiosis
7,31048363.31050291.31050510.31050610.31050625.31050638,31050638,Lyme borreliosis,Lyme borreliosis
6,31048363.31050291.31050510.31050610.31050639,31050639,Emerging Epidemics,Emerging Epidemics
7,31048363.31050291.31050510.31050610.31050639.31050640,31050640,Influenza,Influenza
7,31048363.31050291.31050510.31050610.31050639.31050641,31050641,West Nile,West Nile
7,31048363.31050291.31050510.31050610.31050639.31050642,31050642,Chikingunya,Chikingunya
7,31048363.31050291.31050510.31050610.31050639.31050643,31050643,Crimean Congo Haemorrhagic Fever,Crimean Congo Haemorrhagic Fever
7,31048363.31050291.31050510.31050610.31050639.31050644,31050644,Dengue,Dengue
7,31048363.31050291.31050510.31050610.31050639.31050645,31050645,SARS,SARS
7,31048363.31050291.31050510.31050610.31050639.31050646,31050646,Severe acute respiratory syndrome,Severe acute respiratory syndrome
7,31048363.31050291.31050510.31050610.31050639.31050647,31050647,Hepatitis,Hepatitis
6,31048363.31050291.31050510.31050610.31050648,31050648,Antimicrobial resistance,Antimicrobial resistance
7,31048363.31050291.31050510.31050610.31050648.31050622,31050622,Fungi,Fungi
7,31048363.31050291.31050510.31050610.31050648.31050649,31050649,Antibiotics,Antibiotics
7,31048363.31050291.31050510.31050610.31050648.31050650,31050650,Antimicrobials,Antimicrobials
7,31048363.31050291.31050510.31050610.31050648.31050651,31050651,Gram-negative,Gram-negative
7,31048363.31050291.31050510.31050610.31050648.31050652,31050652,Gram-positive,Gram-positive
7,31048363.31050291.31050510.31050610.31050648.31050653,31050653,Biofilm,Biofilm
7,31048363.31050291.31050510.31050610.31050648.31050654,31050654,Prescription practises,Prescription practises
7,31048363.31050291.31050510.31050610.31050648.31050655,31050655,ESBL,ESBL
7,31048363.31050291.31050510.31050610.31050648.31050656,31050656,MRSA,MRSA
7,31048363.31050291.31050510.31050610.31050648.31050657,31050657,Phages,Phages
5,31048363.31050291.31050510.31050675,31050675,Occupational health,Occupational health
6,31048363.31050291.31050510.31050675.31050676,31050676,"Environment and health risks, occupational medicin","Environment and health risks, occupational medicine"
6,31048363.31050291.31050510.31050675.31050677,31050677,Industrial medicine,Industrial medicine
6,31048363.31050291.31050510.31050675.31050678,31050678,Occupational safety,Occupational safety
6,31048363.31050291.31050510.31050675.31050679,31050679,Occupational therapy,Occupational therapy
5,31048363.31050291.31050510.31050680,31050680,Sport and fitness sciences,Sport and fitness sciences
6,31048363.31050291.31050510.31050680.31050681,31050681,Sport medicine,Sport medicine
6,31048363.31050291.31050510.31050680.31050682,31050682,Physical medicine,Physical medicine
7,31048363.31050291.31050510.31050680.31050682.31050683,31050683,Kinesitherapy,Kinesitherapy
7,31048363.31050291.31050510.31050680.31050682.31050684,31050684,Physiotherapy,Physiotherapy
7,31048363.31050291.31050510.31050680.31050682.31050685,31050685,Rehabilitation,Rehabilitation
5,31048363.31050291.31050510.31050686,31050686,Social biomedical sciences (includes family planni,"Social biomedical sciences (includes family planning, sexual health, psycho-oncology, political and social effects of biomedical research)"
6,31048363.31050291.31050510.31050686.31050606,31050606,"Population dynamics, aging, health and society","Population dynamics, aging, health and society"
6,31048363.31050291.31050510.31050686.31050687,31050687,Sexology,Sexology
7,31048363.31050291.31050510.31050686.31050687.31050688,31050688,Sexual health,Sexual health
6,31048363.31050291.31050510.31050686.31050689,31050689,Family medicine,Family medicine
6,31048363.31050291.31050510.31050686.31050690,31050690,"Social medicine, Hygiene","Social medicine, Hygiene"
7,31048363.31050291.31050510.31050686.31050690.31050691,31050691,Environmental hygiene,Environmental hygiene
7,31048363.31050291.31050510.31050686.31050690.31050692,31050692,Occupational hygiene,Occupational hygiene
6,31048363.31050291.31050510.31050686.31050693,31050693,Systems medicine,Systems medicine
6,31048363.31050291.31050510.31050686.31050694,31050694,"Households, family and fertility","Households, family and fertility"
6,31048363.31050291.31050510.31050686.31050695,31050695,"Social structure, inequalities, social mobility, i","Social structure, inequalities, social mobility, interethnic relations"
5,31048363.31050291.31050510.31050696,31050696,Medical ethics,Medical ethics
5,31048363.31050291.31050510.31050697,31050697,Substance abuse,Substance abuse
6,31048363.31050291.31050510.31050697.31050698,31050698,Alcohol,Alcohol
6,31048363.31050291.31050510.31050697.31050699,31050699,Drugs,Drugs
4,31048363.31050291.31050700,31050700,Medical biotechnology,Medical biotechnology
5,31048363.31050291.31050700.31050701,31050701,Health-related biotechnology,Health-related biotechnology
5,31048363.31050291.31050700.31050702,31050702,"Technologies involving the manipulation of cells,","Technologies involving the manipulation of cells, tissues, organs or the whole organism (assisted reproduction)"
6,31048363.31050291.31050700.31050702.31048426,31048426,Neuroimaging and computational neuroscience,Neuroimaging and computational neuroscience
6,31048363.31050291.31050700.31050702.31050703,31050703,Biomaterial engineering,Biomaterial engineering
6,31048363.31050291.31050700.31050702.31050704,31050704,Biomedical engineering,Biomedical engineering
6,31048363.31050291.31050700.31050702.31050705,31050705,Tissue engineering,Tissue engineering
6,31048363.31050291.31050700.31050702.31050706,31050706,Animal biotechnology,Animal biotechnology
6,31048363.31050291.31050700.31050702.31050707,31050707,Regenerative medicine,Regenerative medicine
7,31048363.31050291.31050700.31050702.31050707.31050708,31050708,Stem cell therapy,Stem cell therapy
6,31048363.31050291.31050700.31050702.31053870,31053870,Photonics,Photonics
7,31048363.31050291.31050700.31050702.31053870.31053840,31053840,"Imaging, image and data processing","Imaging, image and data processing"
7,31048363.31050291.31050700.31050702.31053870.31053871,31053871,Biophotonics,Biophotonics
5,31048363.31050291.31050700.31050709,31050709,Technologies involving identifying the functioning,"Technologies involving identifying the functioning of DNA, proteins and enzymes and how they influence the onset of disease and maintenance of well-being (gene-based diagnostics and therapeutic interventions (pharmacogenomics, gene-based"
6,31048363.31050291.31050700.31050709.31050392,31050392,Biomarkers,Biomarkers
6,31048363.31050291.31050700.31050709.31050710,31050710,Pharmacogenomics,Pharmacogenomics
6,31048363.31050291.31050700.31050709.31050711,31050711,Diagnostics,Diagnostics
7,31048363.31050291.31050700.31050709.31050711.31050712,31050712,Clinical analysis,Clinical analysis
5,31048363.31050291.31050700.31050713,31050713,"Biomaterials (as related to medical implants, devi","Biomaterials (as related to medical implants, devices, sensors)"
6,31048363.31050291.31050700.31050713.31048860,31048860,Physics of biological systems,Physics of biological systems
6,31048363.31050291.31050700.31050713.31049188,31049188,Biomaterials synthesis,"Biomaterials, biomaterials synthesis"
5,31048363.31050291.31050700.31053959,31053959,Medical biotechnology related ethics,Medical biotechnology related ethics
6,31048363.31050291.31050700.31053959.31050714,31050714,Tissue banks,Tissue banks
6,31048363.31050291.31050700.31053959.31050715,31050715,Biomedical software,Biomedical software
7,31048363.31050291.31050700.31053959.31050715.31050716,31050716,Software validation,Software validation
4,31048363.31050291.31050717,31050717,Other medical sciences,Other medical sciences
5,31048363.31050291.31050717.31050717,31050717,Other medical sciences,Other medical sciences
6,31048363.31050291.31050717.31050717.31050722,31050722,Legal medicine,Legal medicine
6,31048363.31050291.31050717.31050717.31050723,31050723,Ethics in medical sciences,Ethics in medical sciences
7,31048363.31050291.31050717.31050717.31050723.31049041,31049041,Research integrity and research misconduct,Research integrity and research misconduct
7,31048363.31050291.31050717.31050717.31050723.31050351,31050351,Clinical trials,Clinical trials
7,31048363.31050291.31050717.31050717.31050723.31050724,31050724,Biobanks,Biobanks
7,31048363.31050291.31050717.31050717.31050723.31050725,31050725,Neuro-ethics,Neuro-ethics
6,31048363.31050291.31050717.31050717.31050726,31050726,Medical pathology,Medical pathology
6,31048363.31050291.31050717.31050717.31050727,31050727,Medicinal chemistry,Medicinal chemistry
6,31048363.31050291.31050717.31050717.31050728,31050728,Medical physics,Medical physics
6,31048363.31050291.31050717.31050717.31050729,31050729,Space medecine,Space medecine
7,31048363.31050291.31050717.31050717.31050729.31050730,31050730,Gender in space medicine,Gender in space medicine
6,31048363.31050291.31050717.31050717.31050731,31050731,Gender in basic medicine,Gender in basic medicine
6,31048363.31050291.31050717.31050717.31050732,31050732,Gender in medical biotechnology,Gender in medical biotechnology
6,31048363.31050291.31050717.31050717.31050733,31050733,Gender in health sciences,Gender in health sciences
5,31048363.31050291.31050717.31050718,31050718,Forensic science,Forensic science
6,31048363.31050291.31050717.31050718.31048626,31048626,Explosives,Explosives
6,31048363.31050291.31050717.31050718.31050719,31050719,Fingerprinting,Fingerprinting
6,31048363.31050291.31050717.31050718.31050720,31050720,DNA analysis,DNA analysis
6,31048363.31050291.31050717.31050718.31050721,31050721,Drugs analysis,Drugs analysis
3,31048363.31050734,31050734,AGRICULTURAL SCIENCES,AGRICULTURAL SCIENCES
4,31048363.31050734.31050735,31050735,"Agriculture, Forestry, and Fisheries","Agriculture, Forestry, and Fisheries"
5,31048363.31050734.31050735.31048656,31048656,Soil science,Soil science
6,31048363.31050734.31050735.31048656.31050759,31050759,Soil biology,Soil biology
6,31048363.31050734.31050735.31048656.31050760,31050760,Soil amendment,Soil amendment
6,31048363.31050734.31050735.31048656.31050761,31050761,Soil biodiversity,Soil biodiversity
6,31048363.31050734.31050735.31048656.31050762,31050762,Soil chemistry,Soil chemistry
6,31048363.31050734.31050735.31048656.31050763,31050763,Soil conservation,Soil conservation
6,31048363.31050734.31050735.31048656.31050764,31050764,Soil contamination,Soil contamination
6,31048363.31050734.31050735.31048656.31050765,31050765,Soil disinfestation,Soil disinfestation
6,31048363.31050734.31050735.31048656.31050766,31050766,Soil ecology,Soil ecology
6,31048363.31050734.31050735.31048656.31050767,31050767,Soil erosion,Soil erosion
6,31048363.31050734.31050735.31048656.31050768,31050768,Soil fertility,Soil fertility
6,31048363.31050734.31050735.31048656.31050769,31050769,Soil functions,Soil functions
6,31048363.31050734.31050735.31048656.31050770,31050770,Soil management,Soil management
6,31048363.31050734.31050735.31048656.31050771,31050771,Soil monitoring,Soil monitoring
7,31048363.31050734.31050735.31048656.31050771.31050772,31050772,Long-term soil monitoring,Long-term soil monitoring
6,31048363.31050734.31050735.31048656.31050773,31050773,Soil morphology,Soil morphology
6,31048363.31050734.31050735.31048656.31050774,31050774,Soil physics,Soil physics
6,31048363.31050734.31050735.31048656.31050775,31050775,Soil pollution (FN/I3),Soil pollution (FN/I3)
6,31048363.31050734.31050735.31048656.31050776,31050776,Soil protection,Soil protection
7,31048363.31050734.31050735.31048656.31050776.31048784,31048784,Human impacts and other stressors,Human impacts and other stressors
6,31048363.31050734.31050735.31048656.31050777,31050777,Soil remediation,Soil remediation
6,31048363.31050734.31050735.31048656.31050778,31050778,Ecosystem services provided by soils,Ecosystem services provided by soils
5,31048363.31050734.31050735.31049346,31049346,Forestry,Forestry
6,31048363.31050734.31050735.31049346.31050737,31050737,"Forestry, biomass production (e.g. for biofuels)","Forestry, biomass production (e.g. for biofuels)"
6,31048363.31050734.31050735.31049346.31050738,31050738,Carbon sequestration in forest (mitigation),Carbon sequestration in forest (mitigation)
6,31048363.31050734.31050735.31049346.31050739,31050739,Forest adaptation to climate change,Forest adaptation to climate change
6,31048363.31050734.31050735.31049346.31050740,31050740,Forest biodiversity,Forest biodiversity
6,31048363.31050734.31050735.31049346.31050741,31050741,Forest ecosystem services,Forest ecosystem services
6,31048363.31050734.31050735.31049346.31050742,31050742,Forest fauna,Forest fauna
6,31048363.31050734.31050735.31049346.31050743,31050743,Forest flora,Forest flora
6,31048363.31050734.31050735.31049346.31050744,31050744,Non-wood forest products,Non-wood forest products
6,31048363.31050734.31050735.31049346.31050745,31050745,Silviculture,Silviculture
7,31048363.31050734.31050735.31049346.31050745.31050746,31050746,Techniques and methods of afforestation,Techniques and methods of afforestation
6,31048363.31050734.31050735.31049346.31050747,31050747,Forest management planning,Forest management planning
6,31048363.31050734.31050735.31049346.31050748,31050748,Wood harvesting,Wood harvesting
